epoch,step,train_loss,val_acc
0,14,,0.7102396488189697
0,14,0.6082865595817566,
1,29,,0.727668821811676
1,29,0.5833441019058228,
2,44,,0.7037037014961243
2,44,0.5488709211349487,
3,59,,0.6971677541732788
3,59,0.5402237772941589,
4,74,,0.7320261597633362
4,74,0.5494152307510376,
5,75,,0.7320261597633362
