epoch,step,train_loss,val_acc
0,7,,0.4945533871650696
0,7,1.12056565284729,
1,15,,0.5032680034637451
1,15,0.7026082873344421,
2,23,,0.5032680034637451
2,23,0.6956295967102051,
3,31,,0.5032680034637451
3,31,0.6934024095535278,
4,39,,0.5032680034637451
4,39,0.6938086152076721,
5,40,,0.5032680034637451
