epoch,step,train_loss,val_acc
0,78,,0.9472500085830688
0,78,0.3516402542591095,
1,157,,0.9693499803543091
1,157,0.11956647783517838,
2,236,,0.9689499735832214
2,236,0.0798955112695694,
3,315,,0.9732999801635742
3,315,0.05791955441236496,
4,394,,0.9698500037193298
4,394,0.04880993440747261,
5,395,,0.9698500037193298
