epoch,step,train_loss,val_acc
0,624,,0.9403499960899353
0,624,0.2506510317325592,
1,1249,,0.9514999985694885
1,1249,0.15664054453372955,
2,1874,,0.9432500004768372
2,1874,0.14941740036010742,
3,2499,,0.9412000179290771
3,2499,0.1489654928445816,
4,3124,,0.9464499950408936
4,3124,0.14952951669692993,
5,3125,,0.9464499950408936
