epoch,step,train_loss,val_acc
0,624,,0.9458000063896179
0,624,0.25388115644454956,
1,1249,,0.946150004863739
1,1249,0.1532694399356842,
2,1874,,0.960349977016449
2,1874,0.13648226857185364,
3,2499,,0.949999988079071
3,2499,0.140081986784935,
4,3124,,0.9513499736785889
4,3124,0.14638350903987885,
5,3125,,0.9513499736785889
