epoch,step,train_loss,val_acc
0,312,,0.9536499977111816
0,312,0.2559284567832947,
1,625,,0.9597499966621399
1,625,0.12060082703828812,
2,938,,0.9569000005722046
2,938,0.09882894903421402,
3,1251,,0.9646999835968018
3,1251,0.09980170428752899,
4,1564,,0.9641500115394592
4,1564,0.09018877893686295,
5,1565,,0.9641500115394592
