epoch,step,train_loss,val_acc
0,624,,0.944599986076355
0,624,0.2584845721721649,
1,1249,,0.9459499716758728
1,1249,0.1573595404624939,
2,1874,,0.935699999332428
2,1874,0.1406000554561615,
3,2499,,0.9276000261306763
3,2499,0.15121713280677795,
4,3124,,0.9448000192642212
4,3124,0.13946786522865295,
5,3125,,0.9448000192642212
