epoch,step,train_loss,val_acc
0,14,,0.7559912800788879
0,14,0.6179320216178894,
1,29,,0.7668845057487488
1,29,0.5406520366668701,
2,44,,0.7603485584259033
2,44,0.5064321756362915,
3,59,,0.7385621070861816
3,59,0.48730748891830444,
4,74,,0.7037037014961243
4,74,0.47274261713027954,
5,75,,0.7037037014961243
