epoch,step,train_loss,val_acc
0,7,,0.7080609798431396
0,7,0.6151831746101379,
1,15,,0.7124183177947998
1,15,0.5873863101005554,
2,23,,0.7145969271659851
2,23,0.5665978193283081,
3,31,,0.7363834381103516
3,31,0.5488641858100891,
4,39,,0.7254902124404907
4,39,0.5370128750801086,
5,40,,0.7254902124404907
