epoch,step,train_loss,val_acc
0,312,,0.9243000149726868
0,312,0.26661625504493713,
1,625,,0.9578999876976013
1,625,0.13480156660079956,
2,938,,0.9625999927520752
2,938,0.11627032607793808,
3,1251,,0.9605000019073486
3,1251,0.09822051227092743,
4,1564,,0.9624000191688538
4,1564,0.10346806794404984,
5,1565,,0.9624000191688538
