epoch,step,train_loss,val_acc
0,7,,0.6122004389762878
0,7,0.6954725384712219,
1,15,,0.5424836874008179
1,15,0.684332013130188,
2,23,,0.6470588445663452
2,23,0.6634117960929871,
3,31,,0.657952070236206
3,31,0.6425825953483582,
4,39,,0.6797385811805725
4,39,0.6303552985191345,
5,40,,0.6797385811805725
