epoch,step,train_loss,val_acc
0,28,,0.5098039507865906
0,28,0.6986625790596008,
1,57,,0.5098039507865906
1,57,0.6935760974884033,
2,86,,0.5098039507865906
2,86,0.6932637095451355,
3,115,,0.5098039507865906
3,115,0.6932441592216492,
4,144,,0.5098039507865906
4,144,0.6931725740432739,
5,145,,0.5098039507865906
