epoch,step,train_loss,val_acc
0,28,,0.5228758454322815
0,28,0.7076752185821533,
1,57,,0.5228758454322815
1,57,0.6945149302482605,
2,86,,0.5228758454322815
2,86,0.6932328939437866,
3,115,,0.5228758454322815
3,115,0.6932371854782104,
4,144,,0.5228758454322815
4,144,0.6932228803634644,
5,145,,0.5228758454322815
