epoch,step,train_loss,val_acc
0,107,,0.9312000274658203
0,107,0.37809765338897705,
1,215,,0.9419999718666077
1,215,0.1828579306602478,
2,323,,0.9485999941825867
2,323,0.15093769133090973,
3,431,,0.9455999732017517
3,431,0.13282522559165955,
4,539,,0.9444000124931335
4,539,0.11962943524122238,
