epoch,step,train_loss,val_acc
0,624,,0.9255499839782715
0,624,0.2652677297592163,
1,1249,,0.9455999732017517
1,1249,0.16180585324764252,
2,1874,,0.9536499977111816
2,1874,0.15460185706615448,
3,2499,,0.9495999813079834
3,2499,0.15681791305541992,
4,3124,,0.9516000151634216
4,3124,0.14376185834407806,
5,3125,,0.9516000151634216
