epoch,step,train_loss,val_acc
0,14,,0.6187363862991333
0,14,0.6960490345954895,
1,29,,0.5882353186607361
1,29,0.687747597694397,
2,44,,0.6318082809448242
2,44,0.6637541055679321,
3,59,,0.6753812432289124
3,59,0.6151278614997864,
4,74,,0.6383442282676697
4,74,0.5827779769897461,
5,75,,0.6383442282676697
