epoch,step,train_loss,val_acc
0,7,,0.6949890851974487
0,7,0.6684624552726746,
1,15,,0.7015250325202942
1,15,0.5791077017784119,
2,23,,0.7494553327560425
2,23,0.5608426332473755,
3,31,,0.758169949054718
3,31,0.5461409687995911,
4,39,,0.7668845057487488
4,39,0.5345757603645325,
5,40,,0.7668845057487488
