epoch,step,train_loss,val_acc
0,78,,0.9511500000953674
0,78,0.3595089614391327,
1,157,,0.9675499796867371
1,157,0.12988045811653137,
2,236,,0.9716500043869019
2,236,0.08577871322631836,
3,315,,0.9768999814987183
3,315,0.06584291160106659,
4,394,,0.9754999876022339
4,394,0.05533924698829651,
5,395,,0.9754999876022339
