epoch,step,train_loss,val_acc
0,7,,0.5228758454322815
0,7,0.8077888488769531,
1,15,,0.5228758454322815
1,15,1.1662206649780273,
2,23,,0.5228758454322815
2,23,0.6931139826774597,
3,31,,0.5228758454322815
3,31,0.693153440952301,
4,39,,0.5228758454322815
4,39,0.6932028532028198,
5,40,,0.5228758454322815
