epoch,step,train_loss,val_acc
0,7,,0.5098039507865906
0,7,0.8233669400215149,
1,15,,0.5098039507865906
1,15,0.695149302482605,
2,23,,0.5098039507865906
2,23,1.2754721641540527,
3,31,,0.5098039507865906
3,31,0.6951228976249695,
4,39,,0.5098039507865906
4,39,0.6944833993911743,
5,40,,0.5098039507865906
