epoch,step,train_loss,val_acc
0,624,,0.9366000294685364
0,624,0.2550342082977295,
1,1249,,0.9490000009536743
1,1249,0.1604093611240387,
2,1874,,0.9548500180244446
2,1874,0.13939598202705383,
3,2499,,0.9380499720573425
3,2499,0.14493566751480103,
4,3124,,0.9579499959945679
4,3124,0.15354232490062714,
5,3125,,0.9579499959945679
