epoch,step,train_loss,val_acc
0,7,,0.5228758454322815
0,7,2.99943208694458,
1,15,,0.5228758454322815
1,15,0.6940733194351196,
2,23,,0.5228758454322815
2,23,0.6937897205352783,
3,31,,0.5228758454322815
3,31,0.6932568550109863,
4,39,,0.5228758454322815
4,39,0.6931354403495789,
5,40,,0.5228758454322815
