epoch,step,train_loss,val_acc
0,624,,0.9421499967575073
0,624,0.27387750148773193,
1,1249,,0.9503999948501587
1,1249,0.16754597425460815,
2,1874,,0.9567499756813049
2,1874,0.15109607577323914,
3,2499,,0.9485999941825867
3,2499,0.14687778055667877,
4,3124,,0.9412999749183655
4,3124,0.15420418977737427,
5,3125,,0.9412999749183655
