epoch,step,train_loss,val_acc
0,7,,0.5032680034637451
0,7,2.7663421630859375,
1,15,,0.5032680034637451
1,15,0.6943938732147217,
2,23,,0.5032680034637451
2,23,0.6928250193595886,
3,31,,0.5032680034637451
3,31,0.6933145523071289,
4,39,,0.5032680034637451
4,39,0.6928468346595764,
5,40,,0.5032680034637451
