epoch,step,train_loss,val_acc
0,7,,0.5098039507865906
0,7,28.037294387817383,
1,15,,0.5098039507865906
1,15,0.6934974193572998,
2,23,,0.5882353186607361
2,23,0.7793276309967041,
3,31,,0.5098039507865906
3,31,0.7114856839179993,
4,39,,0.5098039507865906
4,39,0.6972328424453735,
5,40,,0.5098039507865906
